,index,Post ID,Permalink,Post Message,Type,Countries,Languages,Posted,Audience Targeting,Lifetime Post Total Reach,Lifetime Post organic reach,Lifetime Post Paid Reach,Lifetime Post Total Impressions,Lifetime Post Organic Impressions,Lifetime Post Paid Impressions,Lifetime Engaged Users,Lifetime Post Consumers,Lifetime Post Consumptions,Lifetime Negative feedback,Lifetime Negative Feedback from Users,Lifetime Post Impressions by people who have liked your Page,Lifetime Post reach by people who like your Page,Lifetime Post Paid Impressions by people who have liked your Page,Lifetime Paid reach of a post by people who like your Page,Lifetime People who have liked your Page and engaged with your post,Lifetime Organic views to 95%,Lifetime Organic views to 95%.1,Lifetime Paid views to 95%,Lifetime Paid views to 95%.1,Lifetime Organic Video Views,Lifetime Organic Video Views.1,Lifetime Paid Video Views,Lifetime Paid Video Views.1,Lifetime Average time video viewed,Lifetime Video length
523,128,171162119680585_986936538103135,https://www.facebook.com/TarletonCOGS/posts/986936538103135,10 super-successful people share the toughest sacrifices they made to achieve their goals.,Link,,,4/14/17 6:20 AM, ,493,395,0,807,675,0,25,20,22,0,0,673,393,0,0,24,0,0,0,0,0,0,0,0,0,0
524,129,171162119680585_987495198047269,https://www.facebook.com/TarletonCOGS/posts/987495198047269,Looking for additional resources for scholarships? Check out this list of private scholarship resources.,Link,,,4/13/17 2:52 PM, ,636,243,0,972,412,0,29,25,31,0,0,410,247,0,0,14,0,0,0,0,0,0,0,0,0,0
525,130,171162119680585_989080651222057,https://www.facebook.com/TarletonCOGS/posts/989080651222057,Tarleton joins competitive Carnegie Project on Education Doctorate,Link,,,4/13/17 12:06 PM, ,147,109,0,249,185,0,7,7,7,0,0,248,146,0,0,7,0,0,0,0,0,0,0,0,0,0
526,131,171162119680585_988872254576230,https://www.facebook.com/TarletonCOGS/posts/988872254576230,College of Graduate Studies - Tarleton State University shared Tarleton Marketing and CIS's photo.,Photo,,,4/13/17 7:09 AM, ,129,118,0,189,177,0,2,2,3,0,0,176,117,0,0,2,0,0,0,0,0,0,0,0,0,0
527,132,171162119680585_986934688103320,https://www.facebook.com/TarletonCOGS/posts/986934688103320,"Tarleton's Day of Giving raises more than $225,000 to pay it forward for students.",Link,,,4/13/17 6:15 AM, ,107,101,0,176,170,0,4,2,2,0,0,169,100,0,0,4,0,0,0,0,0,0,0,0,0,0
528,133,171162119680585_986921821437940,https://www.facebook.com/TarletonCOGS/posts/986921821437940,"Flag carriers are needed for the COGS graduation ceremony on May 12th! Sign up today. (No May graduates, please.)",Link,,,4/12/17 2:50 PM, ,224,209,0,378,350,0,8,6,6,0,0,347,207,0,0,6,0,0,0,0,0,0,0,0,0,0
529,134,171162119680585_986912084772247,https://www.facebook.com/TarletonCOGS/posts/986912084772247,Did you know? You can work out with a personal trainer at Tarleton's Rec. Learn more!,Link,,,4/12/17 6:32 AM, ,170,170,0,278,278,0,4,4,4,0,0,277,169,0,0,4,0,0,0,0,0,0,0,0,0,0
530,135,171162119680585_987638234699632,https://www.facebook.com/TarletonCOGS/posts/987638234699632:0,"Dr. GM Cox and graduate recruiter, Mweni Ekpo, in the Tarleton booth at the Texas Police Chiefs Association conference.  In The Woodlands area? Stop by the conference and learn more about Tarleton's MPA and MCJ programs.",Photo,,,4/11/17 11:28 AM, ,693,631,0,1370,1273,0,20,12,15,0,0,1252,609,0,0,15,0,0,0,0,0,0,0,0,0,0
531,136,171162119680585_986853004778155,https://www.facebook.com/TarletonCOGS/posts/986853004778155:0,Join us at 5 p.m. tonight in Midlothian for the Financial Awareness Workshop! Tarleton Room 113,Photo,,,4/11/17 7:52 AM, ,781,596,0,1504,1218,0,10,8,14,1,1,1213,579,0,0,4,0,0,0,0,0,0,0,0,0,0
532,137,171162119680585_987486861381436,https://www.facebook.com/TarletonCOGS/posts/987486861381436,College of Graduate Studies - Tarleton State University shared Tarleton Marketing and CIS's post.,Status,,,4/11/17 6:23 AM, ,80,80,0,130,130,0,4,4,4,0,0,129,78,0,0,4,0,0,0,0,0,0,0,0,0,0
533,138,171162119680585_986851994778256,https://www.facebook.com/TarletonCOGS/posts/986851994778256,Want to learn more about options to pay for grad school? Attend tomorrow's Financial Awareness Workshop! More below.,Link,,,4/10/17 2:37 PM, ,35,30,0,53,45,0,0,0,0,0,0,52,34,0,0,0,0,0,0,0,0,0,0,0,0,0
534,139,171162119680585_986847681445354,https://www.facebook.com/TarletonCOGS/posts/986847681445354,Check out this week's issue of The COGS Connection!  In this issue . . . COGS Forms & Website. Financial Awareness Workshop. Tarleton & JPS Collaborate.,Link,,,4/10/17 7:19 AM, ,114,114,0,191,191,0,1,1,1,0,0,190,113,0,0,1,0,0,0,0,0,0,0,0,0,0
535,140,171162119680585_981318965331559,https://www.facebook.com/TarletonCOGS/posts/981318965331559,Register now for Tuesday's Financial Awareness Workshop! More info below.,Link,,,4/7/17 5:43 AM, ,25,25,0,42,42,0,0,0,0,0,0,41,24,0,0,0,0,0,0,0,0,0,0,0,0,0
536,141,171162119680585_981339565329499,https://www.facebook.com/TarletonCOGS/posts/981339565329499,Great news for Tarleton Nursing programs and JPS! http://www.tarleton.edu/scripts/press/display.asp?ID=5297,Link,,,4/6/17 6:11 AM, ,141,131,0,227,218,0,3,2,2,0,0,217,130,0,0,3,0,0,0,0,0,0,0,0,0,0
537,142,171162119680585_981327865330669,https://www.facebook.com/TarletonCOGS/posts/981327865330669,Graduating? Attend the graduation Fair at Fort Worth. Today from 3-6.,Link,,,4/5/17 10:55 AM, ,18,15,0,34,28,0,0,0,0,0,0,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0
538,143,171162119680585_981318101998312,https://www.facebook.com/TarletonCOGS/posts/981318101998312,Want to learn more about paying for graduate school? Attend next week's Financial Awareness Workshop.  More info and register at the link below.,Link,,,4/5/17 6:41 AM, ,236,25,0,420,36,0,30,23,37,0,0,43,27,0,0,2,0,0,0,0,0,0,0,0,0,0
539,144,171162119680585_981323978664391,https://www.facebook.com/TarletonCOGS/posts/981323978664391,4th Annual Dr. Wendell Sadler Distinguished Scholar Series. Tomorrow at Wisdom Gym. Featured speaker Dr. Darryn Willoughby. Click the link below to learn more.,Link,,,4/4/17 3:51 PM, ,32,30,0,43,41,0,1,1,3,0,0,43,32,0,0,1,0,0,0,0,0,0,0,0,0,0
540,145,171162119680585_981314871998635,https://www.facebook.com/TarletonCOGS/posts/981314871998635,"Tech, tools, and resources: A message regarding learning tools from the Assistant Dean of COGS, Dr. Credence Baker.",Link,,,4/4/17 6:33 AM, ,770,272,0,1402,462,0,107,81,127,0,0,500,290,0,0,33,0,0,0,0,0,0,0,0,0,0
541,146,171162119680585_981313285332127,https://www.facebook.com/TarletonCOGS/posts/981313285332127,"In this week?s issue of The COGS Connection ? Quote of the Week. Graduate Level Humor. Upcoming Financial Awareness Workshop. Week of Service. Inspirational: Meet Officer Daily. Tech, Tools, & Resources with Dr. Baker.",Link,,,4/3/17 7:18 AM, ,116,116,0,197,197,0,0,0,0,0,0,197,116,0,0,0,0,0,0,0,0,0,0,0,0,0
542,1,171162119680585_1089657824497672,https://www.facebook.com/TarletonCOGS/posts/1089657824497672,EdD in Educational Leadership Reimagined! Tarleton's EdD joins the CPED Consortium. Attend one of the upcoming info sessions. See the link below for more. Tarleton State University - Educational Leadership & Policy Studies,Link,,,9/29/17 9:33 AM, ,653,640,0,929,915,0,8,6,6,0,0,527,333,0,0,7,0,0,0,0,0,0,0,0,0,0
543,2,171162119680585_1089645751165546,https://www.facebook.com/TarletonCOGS/posts/1089645751165546,Looking for a GA position? The Center for Transformative Learning - ALE  is hiring for two roles. Contact Erin Lowery at lowery@tarleton.edu. Tarleton's ALE: Applied Learning Experiences,Photo,,,9/28/17 8:58 AM, ,247,234,0,327,309,0,5,1,1,0,0,306,230,0,0,5,0,0,0,0,0,0,0,0,0,0
544,3,171162119680585_1089627571167364,https://www.facebook.com/TarletonCOGS/posts/1089627571167364,"From bio-markers to osteoarthritis, Dr. Jones has a keen interest in equine research. One of the most rewarding parts of her role at Tarleton is introducing graduate students to the opportunities in science. Learn more about Dr. Trinette Jones, Assistant Professor of Animal Science and Veterinary Technology, in our most recent Faculty Spotlight. Tarleton College of Agricultural and Environmental Sciences Animal Science & Veterinary Technology, Tarleton State University",Link,,,9/27/17 8:18 AM, ,3250,420,0,5016,617,0,168,138,177,1,1,638,393,0,0,35,0,0,0,0,0,0,0,0,0,0
545,4,171162119680585_1090049617791826,https://www.facebook.com/TarletonCOGS/posts/1090049617791826,"Thinking about earning your doctorate in Educational Leadership? If you're in the Waco area, attend tonight's info session at MCC. Learn more >> http://www.tarleton.edu/calendar/#!event_id/33806/view/event/date/20170927",Photo,,,9/27/17 6:15 AM, ,239,237,0,399,396,0,4,3,3,0,0,380,225,0,0,4,0,0,0,0,0,0,0,0,0,0
546,5,171162119680585_1089624864500968,https://www.facebook.com/TarletonCOGS/posts/1089624864500968,Join us tomorrow for the Graduate and Professional School Fair! Tarleton Careers,Photo,,,9/26/17 11:15 AM, ,247,244,0,387,376,0,5,1,1,0,0,350,219,0,0,4,0,0,0,0,0,0,0,0,0,0
547,6,171162119680585_1089622521167869,https://www.facebook.com/TarletonCOGS/posts/1089622521167869,Have seen the latest issue of #TheCOGSConnection? Check it out at the link below.,Link,,,9/25/17 10:00 AM, ,227,227,0,323,323,0,2,2,4,0,0,267,176,0,0,2,0,0,0,0,0,0,0,0,0,0
548,7,171162119680585_1085894101540711,https://www.facebook.com/TarletonCOGS/posts/1085894101540711,Are you considering Tarleton's Ed.D. program and in the Waco area? Attend the upcoming info session on September 27th. Learn more at the link >> http://www.tarleton.edu/calendar/#!event_id/33806/view/event/date/20170927,Photo,,,9/22/17 7:32 AM, ,1078,697,0,1671,1020,0,30,22,39,0,0,498,279,0,0,12,0,0,0,0,0,0,0,0,0,0
549,8,171162119680585_1085881951541926,https://www.facebook.com/TarletonCOGS/posts/1085881951541926,The next COGS open house will be on October 14th in Fort Worth! Check out the schedule and RSVP below.,Link,,,9/21/17 6:58 AM, ,406,210,0,622,304,0,16,11,12,0,0,347,237,0,0,10,0,0,0,0,0,0,0,0,0,0
550,9,171162119680585_1086993051430816,https://www.facebook.com/TarletonCOGS/posts/1086993051430816,College of Graduate Studies - Tarleton State University shared Tarleton State University Global Campus's post.,Link,,,9/21/17 6:57 AM, ,110,76,0,173,106,0,4,3,5,0,0,171,109,0,0,4,0,0,0,0,0,0,0,0,0,0
551,10,171162119680585_1085878884875566,https://www.facebook.com/TarletonCOGS/posts/1085878884875566,One week from today! Attend the Graduate and Professional School Fair to learn about your opportunities!,Photo,,,9/20/17 6:50 AM, ,162,158,0,261,254,0,2,2,2,0,0,242,147,0,0,2,0,0,0,0,0,0,0,0,0,0
552,11,171162119680585_1085880021542119,https://www.facebook.com/TarletonCOGS/posts/1085880021542119,Give your resume a makeover at today's Resume Clinic! Tarleton Careers,Link,,,9/19/17 6:42 AM, ,122,118,0,181,177,0,6,4,6,1,1,179,119,0,0,6,0,0,0,0,0,0,0,0,0,0
553,12,171162119680585_1085874078209380,https://www.facebook.com/TarletonCOGS/posts/1085874078209380,#STEM,Photo,,,9/19/17 6:27 AM, ,253,246,0,397,384,0,22,20,34,0,0,382,246,0,0,21,0,0,0,0,0,0,0,0,0,0
554,13,171162119680585_1081831405280314,https://www.facebook.com/TarletonCOGS/posts/1081831405280314,Does your resume need some help? Attend next week's Resume Clinic. Tarleton Careers,Link,,,9/15/17 7:51 AM, ,337,93,0,548,162,0,10,6,7,0,0,169,99,0,0,5,0,0,0,0,0,0,0,0,0,0
555,14,171162119680585_1083391795124275,https://www.facebook.com/TarletonCOGS/posts/1083391795124275,"It's English and Languages Week! Stop by OA Grant 118 today from 12:05 - 1:05, and tomorrow from noon to 1 p.m. for guest speakers and discussion.",Status,,,9/14/17 8:29 AM, ,136,135,0,215,214,0,1,0,0,0,0,214,135,0,0,1,0,0,0,0,0,0,0,0,0,0
556,15,171162119680585_1081818291948292,https://www.facebook.com/TarletonCOGS/posts/1081818291948292,"Chat with the library! Services are open Monday-Thursday, 11 a.m. ? 4 p.m. directly from the library website.",Link,,,9/14/17 8:00 AM, ,111,109,0,179,175,0,1,0,0,0,0,175,109,0,0,1,0,0,0,0,0,0,0,0,0,0
557,16,171162119680585_1081811171949004,https://www.facebook.com/TarletonCOGS/posts/1081811171949004,Tarleton partners in higher education effort to help Harvey-affected students. #harveyHELP,Link,,,9/13/17 8:04 AM, ,160,155,0,248,240,0,5,4,4,0,0,240,155,0,0,5,0,0,0,0,0,0,0,0,0,0
558,17,171162119680585_1081810001949121,https://www.facebook.com/TarletonCOGS/posts/1081810001949121,Explore graduate and professional school opportunities at the upcoming Grad School Fair!,Photo,,,9/12/17 7:00 AM, ,621,192,0,1024,315,0,13,6,10,2,2,360,198,0,0,8,0,0,0,0,0,0,0,0,0,0
559,18,171162119680585_1081808455282609,https://www.facebook.com/TarletonCOGS/posts/1081808455282609,Stay in the know with events and updates regarding graduate students! Check out the latest issue of The COGS Connection!,Link,,,9/11/17 7:56 AM, ,153,153,0,257,257,0,5,5,5,0,0,257,153,0,0,5,0,0,0,0,0,0,0,0,0,0
560,19,171162119680585_1080266698770118,https://www.facebook.com/TarletonCOGS/videos/1080266698770118/,"Thanks to all who came out for the Graduate Student Resource Fair & Networking Social yesterday! Our grand prize winner for participation in the networking event, Grad Fair BINGO, was Baukje Talsma. The 30 minute door prize winners were Jocelyn Rodriguez, Alex Stringfellow, Rinchen Wangchuk, and Pedro Romero. Congrats!",Video,,,9/8/17 7:51 AM, ,184,173,0,287,274,0,19,11,14,0,0,274,172,0,0,18,75,85,0,0,91,103,0,0,5050,5050
561,20,171162119680585_1079801785483276,https://www.facebook.com/TarletonCOGS/posts/1079801785483276,We have nearly 30 Tarleton resource groups who will join us for today's event. Stop by and check it out!,Link,,,9/7/17 9:20 AM, ,109,109,0,176,176,0,2,1,1,0,0,176,109,0,0,2,0,0,0,0,0,0,0,0,0,0
562,21,171162119680585_1078337825629672,https://www.facebook.com/TarletonCOGS/posts/1078337825629672,Tarleton's TIAER to assess environmental impact of Hurricane Harvey,Link,,,9/4/17 8:19 AM, ,182,179,0,304,300,0,6,5,5,0,0,301,180,0,0,6,0,0,0,0,0,0,0,0,0,0
563,22,171162119680585_1074620072668114,https://www.facebook.com/TarletonCOGS/posts/1074620072668114,The University is closed today in observance of Labor Day.,Photo,,,9/4/17 6:10 AM, ,305,293,0,547,528,0,4,1,1,0,0,528,293,0,0,4,0,0,0,0,0,0,0,0,0,0
564,23,171162119680585_1076868149109973,https://www.facebook.com/TarletonCOGS/posts/1076868149109973,College of Graduate Studies - Tarleton State University shared Tarleton Marketing and CIS's post.,Link,,,9/1/17 11:16 AM, ,138,138,0,217,217,0,4,2,2,0,0,217,138,0,0,4,0,0,0,0,0,0,0,0,0,0
565,24,171162119680585_1076854202444701,https://www.facebook.com/TarletonCOGS/posts/1076854202444701,Learn more about research at Tarleton!,Link,,,9/1/17 10:45 AM, ,105,103,0,159,157,0,2,0,0,0,0,157,103,0,0,2,0,0,0,0,0,0,0,0,0,0
566,25,171162119680585_1074617959334992,https://www.facebook.com/TarletonCOGS/posts/1074617959334992,"Happy Friday! As a reminder, Tarleton is closed on Monday in observance of Labor Day.",Photo,,,9/1/17 8:05 AM, ,1223,564,0,2325,1102,0,83,51,65,0,0,1175,576,0,0,47,0,0,0,0,0,0,0,0,0,0
567,26,171162119680585_1074608659335922,https://www.facebook.com/TarletonCOGS/posts/1074608659335922,The Pathways Student Research Symposium will be hosted by Tarleton on November 2-3! Learn more about the event!,Link,,,8/31/17 8:48 AM, ,262,156,0,434,251,0,18,7,7,0,0,274,168,0,0,12,0,0,0,0,0,0,0,0,0,0
568,27,171162119680585_1074606302669491,https://www.facebook.com/TarletonCOGS/posts/1074606302669491,Tarleton is committed to your success! Attend our upcoming Graduate Student Resource Fair to learn about resources available to assist you in your grad student journey.,Link,,,8/30/17 8:42 AM, ,139,135,0,201,197,0,5,3,4,0,0,198,136,0,0,5,0,0,0,0,0,0,0,0,0,0
569,28,171162119680585_1074600176003437,https://www.facebook.com/TarletonCOGS/posts/1074600176003437,Hopefully your semester is off to a great start! Dean Lambert shares some words in this semester's Dean's Message.,Link,,,8/29/17 8:26 AM, ,172,160,0,291,277,0,9,8,10,0,0,277,160,0,0,9,0,0,0,0,0,0,0,0,0,0
570,29,171162119680585_1074673139329474,https://www.facebook.com/TarletonCOGS/posts/1074673139329474,Fall 2017 Events!,Photo,,,8/28/17 12:28 PM, ,379,373,0,857,846,0,16,16,27,0,0,846,373,0,0,13,0,0,0,0,0,0,0,0,0,0
571,30,171162119680585_1074591096004345,https://www.facebook.com/TarletonCOGS/posts/1074591096004345,Welcome to the Fall 2017 semester! Check out the latest issue of The COGS Connection!,Link,,,8/28/17 8:57 AM, ,268,226,0,419,358,0,17,14,19,1,1,359,227,0,0,17,0,0,0,0,0,0,0,0,0,0
572,31,171162119680585_1070885449708243,https://www.facebook.com/TarletonCOGS/posts/1070885449708243,"SSMI is looking to fill two GA positions this fall! Position includes assisting with iSucceed program and the Study Skills sessions. For more information, contact MyLissa Parham at myparham@tarleton.edu.",Photo,,,8/23/17 8:14 AM, ,730,518,0,1496,1140,0,50,40,50,0,0,1171,518,0,0,27,0,0,0,0,0,0,0,0,0,0
573,32,171162119680585_1071648662965255,https://www.facebook.com/TarletonCOGS/posts/1071648662965255,College of Graduate Studies - Tarleton State University shared Tarleton State University - Department of Counseling's post.,Photo,,,8/22/17 6:14 PM, ,411,363,0,638,579,0,53,50,75,0,0,599,373,0,0,51,0,0,0,0,0,0,0,0,0,0
574,33,171162119680585_1070880916375363,https://www.facebook.com/TarletonCOGS/posts/1070880916375363,Tech Tuesday! Check out these tech resources for Tarleton students. https://buff.ly/2v75PA9,Link,,,8/22/17 8:02 AM, ,218,198,0,358,320,0,9,7,8,0,0,318,197,0,0,9,0,0,0,0,0,0,0,0,0,0
575,34,171162119680585_1071070216356433,https://www.facebook.com/TarletonCOGS/posts/1071070216356433,"Join us for ice cream, a chance to win great prizes, and to learn about Tarleton resources!",Link,,,8/21/17 3:15 PM, ,250,242,0,361,353,0,8,0,0,0,0,352,242,0,0,7,0,0,0,0,0,0,0,0,0,0
576,35,171162119680585_1070869863043135,https://www.facebook.com/TarletonCOGS/posts/1070869863043135,Today's eclipse peaks in our area at 1:07 p.m. Join the planetarium viewing party!,Link,,,8/21/17 8:35 AM, ,39,39,0,63,63,0,0,0,0,0,0,61,38,0,0,0,0,0,0,0,0,0,0,0,0,0
577,36,171162119680585_1067767386686716,https://www.facebook.com/TarletonCOGS/posts/1067767386686716,Want to watch Monday's solar eclipse? Come to Tarleton's planetarium!,Link,,,8/18/17 8:17 AM, ,132,122,0,201,187,0,8,2,2,0,0,189,122,0,0,8,0,0,0,0,0,0,0,0,0,0
578,37,171162119680585_1067756613354460,https://www.facebook.com/TarletonCOGS/posts/1067756613354460,Graduate school can give you the edge you need to advance your career. Read more about ways grad school can pay off.,Link,,,8/17/17 8:54 AM, ,270,192,0,465,328,0,9,7,7,0,0,328,192,0,0,9,0,0,0,0,0,0,0,0,0,0
579,38,171162119680585_1067743166689138,https://www.facebook.com/TarletonCOGS/posts/1067743166689138,Diana Martinez graduated from Tarleton?s MBA program in 2015 and applies her degree towards equality and empowering others. Learn more about Diana in our most recent #AlumniSpotlight.,Link,,,8/16/17 8:22 AM, ,269,243,0,411,380,0,13,8,8,0,0,377,239,0,0,13,0,0,0,0,0,0,0,0,0,0
580,39,171162119680585_1067740836689371,https://www.facebook.com/TarletonCOGS/posts/1067740836689371,Have you read our latest newsletter? Stay in the loop with The COGS Connection.,Link,,,8/15/17 9:03 AM, ,283,242,0,464,403,0,17,13,17,0,0,400,239,0,0,15,0,0,0,0,0,0,0,0,0,0
581,40,171162119680585_1067112690085519,https://www.facebook.com/TarletonCOGS/posts/1067114140085374:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:54 PM, ,0,0,0,0,0,0,10,10,15,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
582,41,171162119680585_1067113626752092,https://www.facebook.com/TarletonCOGS/posts/1067114223418699:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:52 PM, ,7,1,0,7,1,0,27,26,34,0,0,1,1,0,0,24,0,0,0,0,0,0,0,0,0,0
583,42,171162119680585_1067112616752193,https://www.facebook.com/TarletonCOGS/posts/1067114220085366:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:50 PM, ,2,2,0,3,3,0,26,26,35,0,0,3,2,0,0,24,0,0,0,0,0,0,0,0,0,0
584,43,171162119680585_1067112860085502,https://www.facebook.com/TarletonCOGS/posts/1067114216752033:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:45 PM, ,0,0,0,0,0,0,13,13,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
585,44,171162119680585_1067112863418835,https://www.facebook.com/TarletonCOGS/posts/1067114213418700:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:43 PM, ,1,1,0,1,1,0,26,26,30,0,0,1,1,0,0,24,0,0,0,0,0,0,0,0,0,0
586,45,171162119680585_1067112620085526,https://www.facebook.com/TarletonCOGS/posts/1067114210085367:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:42 PM, ,2,2,0,3,3,0,27,27,36,0,0,3,2,0,0,25,0,0,0,0,0,0,0,0,0,0
587,46,171162119680585_1067112670085521,https://www.facebook.com/TarletonCOGS/posts/1067114203418701:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:41 PM, ,1,1,0,1,1,0,29,28,36,0,0,1,1,0,0,27,0,0,0,0,0,0,0,0,0,0
588,47,171162119680585_1067112963418825,https://www.facebook.com/TarletonCOGS/posts/1067114206752034:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:40 PM, ,1,1,0,1,1,0,25,25,29,0,0,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0
589,48,171162119680585_1067112970085491,https://www.facebook.com/TarletonCOGS/posts/1067114196752035:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:39 PM, ,2,1,0,2,1,0,25,24,30,0,0,1,1,0,0,23,0,0,0,0,0,0,0,0,0,0
590,49,171162119680585_1067113550085433,https://www.facebook.com/TarletonCOGS/posts/1067114200085368:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:35 PM, ,3,3,0,6,6,0,31,30,45,0,0,6,3,0,0,29,0,0,0,0,0,0,0,0,0,0
591,50,171162119680585_1067112770085511,https://www.facebook.com/TarletonCOGS/posts/1067114193418702:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:33 PM, ,1,1,0,1,1,0,21,21,26,0,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0
592,51,171162119680585_1067113713418750,https://www.facebook.com/TarletonCOGS/posts/1067114190085369:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:24 PM, ,728,676,0,1453,1387,0,129,129,320,0,0,1348,642,0,0,123,0,0,0,0,0,0,0,0,0,0
593,52,171162119680585_1067112750085513,https://www.facebook.com/TarletonCOGS/posts/1067114186752036:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 4:19 PM, ,4,4,0,6,6,0,22,21,22,0,0,6,4,0,0,19,0,0,0,0,0,0,0,0,0,0
594,53,171162119680585_1067113290085459,https://www.facebook.com/TarletonCOGS/posts/1067114183418703:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:44 PM, ,346,20,0,519,24,0,52,38,49,0,0,37,28,0,0,27,0,0,0,0,0,0,0,0,0,0
595,54,171162119680585_1067112593418862,https://www.facebook.com/TarletonCOGS/posts/1067114136752041,"Congratulations, grads!",Photo,,,8/11/17 3:42 PM, ,1100,863,0,2264,1974,0,185,174,1433,0,0,1923,814,0,0,169,0,0,0,0,0,0,0,0,0,0
596,55,171162119680585_1067113113418810,https://www.facebook.com/TarletonCOGS/posts/1067114176752037:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:34 PM, ,4,4,0,4,4,0,24,24,27,0,0,4,4,0,0,22,0,0,0,0,0,0,0,0,0,0
597,56,171162119680585_1067113043418817,https://www.facebook.com/TarletonCOGS/posts/1067114180085370:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:28 PM, ,1,1,0,1,1,0,22,22,23,0,0,1,1,0,0,20,0,0,0,0,0,0,0,0,0,0
598,57,171162119680585_1067113203418801,https://www.facebook.com/TarletonCOGS/posts/1067114173418704:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:25 PM, ,21,3,0,22,3,0,26,26,34,0,0,5,4,0,0,23,0,0,0,0,0,0,0,0,0,0
599,58,171162119680585_1067113206752134,https://www.facebook.com/TarletonCOGS/posts/1067114170085371:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:23 PM, ,2,2,0,5,5,0,22,22,24,0,0,5,2,0,0,20,0,0,0,0,0,0,0,0,0,0
600,59,171162119680585_1067113046752150,https://www.facebook.com/TarletonCOGS/posts/1067114163418705:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:21 PM, ,2,2,0,3,3,0,24,24,29,0,0,3,2,0,0,22,0,0,0,0,0,0,0,0,0,0
601,60,171162119680585_1067113260085462,https://www.facebook.com/TarletonCOGS/posts/1067114166752038:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:19 PM, ,6,2,0,8,4,0,26,24,30,0,0,4,2,0,0,23,0,0,0,0,0,0,0,0,0,0
602,61,171162119680585_1067112896752165,https://www.facebook.com/TarletonCOGS/posts/1067114160085372:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:16 PM, ,2,2,0,3,3,0,26,26,34,0,0,3,2,0,0,24,0,0,0,0,0,0,0,0,0,0
603,62,171162119680585_1067113106752144,https://www.facebook.com/TarletonCOGS/posts/1067114156752039:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:05 PM, ,151,4,0,199,8,0,40,34,44,0,0,8,4,0,0,27,0,0,0,0,0,0,0,0,0,0
604,63,171162119680585_1067113026752152,https://www.facebook.com/TarletonCOGS/posts/1067114153418706:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:04 PM, ,1,1,0,1,1,0,24,24,28,0,0,1,1,0,0,22,0,0,0,0,0,0,0,0,0,0
605,64,171162119680585_1067113513418770,https://www.facebook.com/TarletonCOGS/posts/1067114150085373:0,COGS Summer 2017 Graduation,Photo,,,8/11/17 3:03 PM, ,301,2,0,533,2,0,49,28,34,0,0,10,8,0,0,22,0,0,0,0,0,0,0,0,0,0
606,65,171162119680585_1063787270418061,https://www.facebook.com/TarletonCOGS/posts/1063787270418061,The student speaker at tonight's commencement ceremony is Phillis Bunch. Learn about Phillis' experience in the Master of Music in Music Ed Online Program at Tarleton State University in this student spotlight.,Link,,,8/11/17 8:47 AM, ,1910,403,0,3298,755,0,208,156,215,4,4,781,420,0,0,22,0,0,0,0,0,0,0,0,0,0
607,66,171162119680585_1063779853752136,https://www.facebook.com/TarletonCOGS/posts/1063779853752136,Great news for Tarleton State University - Department of Counseling!,Link,,,8/10/17 8:34 AM, ,305,216,0,480,347,0,22,10,15,0,0,351,217,0,0,16,0,0,0,0,0,0,0,0,0,0
608,67,171162119680585_1063774560419332,https://www.facebook.com/TarletonCOGS/posts/1063774560419332,Hey donut lovers ... Dunkin Donuts is coming to Tarleton.,Link,,,8/9/17 8:21 AM, ,298,233,0,466,379,0,17,12,12,0,0,377,232,0,0,12,0,0,0,0,0,0,0,0,0,0
609,68,171162119680585_1063772950419493,https://www.facebook.com/TarletonCOGS/posts/1063772950419493,Tarleton graduate students find threatened mussels. Read more in the recent press release.,Link,,,8/8/17 8:06 AM, ,329,188,0,695,295,0,13,6,7,0,0,401,216,0,0,8,0,0,0,0,0,0,0,0,0,0
